Train signal size,Train background size,Validation signal size,Validation background size,Test signal size,Test background size,Loss,ACC,AUC,Sample Type,Model Name,Training epochs,time,ACC_6b,AUC_6b
4749793,950207,250207,49793,250000,50000,0.2877395451068878,0.8937133333333334,0.87292017448,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing-24_nodes-04,34,2025-04-28 19:51:20.167552,0.82522,0.8917474026
4749793,950207,250207,49793,250000,50000,0.2866581380367279,0.8941,0.87385184008,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing-24_nodes-08,35,2025-04-28 19:54:29.740559,0.8261,0.8942297473999999
4749793,950207,250207,49793,250000,50000,0.2877949178218841,0.8934333333333333,0.87326393192,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing-24_nodes-05,22,2025-04-28 20:02:39.186464,0.82478,0.8928863132
4749793,950207,250207,49793,250000,50000,0.2867330014705658,0.89394,0.87430515472,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing-24_nodes-09,32,2025-04-28 20:10:43.732758,0.82689,0.8946550258
4749793,950207,250207,49793,250000,50000,0.2868586182594299,0.8938733333333333,0.8736532986,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing-24_nodes-06,40,2025-04-28 20:22:24.865700,0.82626,0.8933047652000001
4749793,950207,250207,49793,250000,50000,0.2856863141059875,0.89437,0.87526410696,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing-24_nodes-10,37,2025-04-28 20:29:48.249446,0.82706,0.8954022338000001
4749793,950207,250207,49793,250000,50000,0.2881076633930206,0.8933966666666666,0.87287430308,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing-24_nodes-07,22,2025-04-28 20:32:54.057358,0.82536,0.891697528
4749793,950207,250207,49793,250000,50000,0.2777057290077209,0.8966666666666666,0.8836757588399999,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M-24_nodes-02,26,2025-04-28 20:43:31.227076,0.82816,0.9004074894
4749793,950207,250207,49793,250000,50000,0.2878293395042419,0.8934566666666667,0.87314961344,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing-24_nodes-08,29,2025-04-28 20:46:55.136817,0.82602,0.8933039984000002
4749793,950207,250207,49793,250000,50000,0.2768206894397735,0.8968766666666667,0.8846996594,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M-24_nodes-03,28,2025-04-28 20:57:47.058910,0.82903,0.9012409014
4749793,950207,250207,49793,250000,50000,0.2877366542816162,0.8938133333333333,0.8734379316,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing-24_nodes-09,30,2025-04-28 21:01:23.422153,0.82491,0.8913923694000001
4749793,950207,250207,49793,250000,50000,0.2778662145137787,0.89671,0.88360400536,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M-24_nodes-04,23,2025-04-28 21:09:41.230902,0.82885,0.9001940902
4749793,950207,250207,49793,250000,50000,0.2873468101024627,0.8934266666666667,0.87352923644,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing-24_nodes-10,32,2025-04-28 21:16:40.095946,0.8264,0.8934657770000001
4749793,950207,250207,49793,250000,50000,0.2785170078277588,0.8963666666666666,0.8835313280800001,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M-24_nodes-05,34,2025-04-28 21:27:22.500886,0.82824,0.900225456
4749793,950207,250207,49793,250000,50000,0.2867792844772339,0.8941666666666667,0.87485182772,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing-24_nodes-01,41,2025-04-28 21:36:12.570578,0.8264,0.8950532459999999
4749793,950207,250207,49793,250000,50000,0.2777824103832245,0.8964833333333333,0.88346421528,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M-24_nodes-06,17,2025-04-28 21:36:15.216489,0.82843,0.9004239776
4749793,950207,250207,49793,250000,50000,0.278008371591568,0.89667,0.88364044692,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M-24_nodes-07,22,2025-04-28 21:47:49.482919,0.8279,0.9003881396
4749793,950207,250207,49793,250000,50000,0.2868337631225586,0.8938466666666667,0.8743924394,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing-24_nodes-02,30,2025-04-28 21:50:33.321544,0.82653,0.8947037699999999
4749793,950207,250207,49793,250000,50000,0.2781811356544494,0.8962366666666667,0.88322591576,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M-24_nodes-08,16,2025-04-28 21:56:10.879683,0.82652,0.8994174359999999
4749793,950207,250207,49793,250000,50000,0.2870194315910339,0.89367,0.87412657952,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing-24_nodes-03,22,2025-04-28 22:01:04.070993,0.82763,0.8957951976
4749793,950207,250207,49793,250000,50000,0.2785568535327911,0.89634,0.88300540288,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M-24_nodes-09,16,2025-04-28 22:04:16.673937,0.82825,0.9002075544
4749793,950207,250207,49793,250000,50000,0.2860895097255707,0.8939866666666667,0.87474965484,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing-24_nodes-04,41,2025-04-28 22:20:49.891041,0.82638,0.8945536915999999
4749793,950207,250207,49793,250000,50000,0.2782642543315887,0.89629,0.8834738188,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M-24_nodes-10,33,2025-04-28 22:20:55.133332,0.82792,0.8997359406000001
4749793,950207,250207,49793,250000,50000,0.2868786752223968,0.89373,0.8742286239599999,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing-24_nodes-05,24,2025-04-28 22:32:49.376830,0.82709,0.8950869095999999
712659,142341,37534,7466,250000,50000,0.4080829322338104,0.89206,0.87031560196,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-chi2_pairing-24_nodes-01,20,2025-04-29 10:46:23.445103,0.82212,0.8893952884
712659,142341,37534,7466,250000,50000,0.4009179770946502,0.89296,0.8716504481599999,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-chi2_pairing-24_nodes-02,35,2025-04-29 10:49:44.494176,0.82499,0.8914040276000001
712659,142341,37534,7466,250000,50000,0.3997435867786407,0.8957566666666666,0.8823152761999999,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-150k-24_nodes-01,24,2025-04-29 10:50:44.825202,0.82841,0.8996182716
712659,142341,37534,7466,250000,50000,0.4125608801841736,0.89186,0.86794588144,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-chi2_pairing-24_nodes-03,20,2025-04-29 10:51:55.286675,0.82303,0.8883202325999999
712659,142341,37534,7466,250000,50000,0.4070746004581451,0.89265,0.8718632710399999,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-abs_pairing-24_nodes-06,23,2025-04-29 10:53:08.209897,0.82526,0.8909305756
712659,142341,37534,7466,250000,50000,0.406869500875473,0.8914666666666666,0.86746675528,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-chi2_pairing-24_nodes-04,16,2025-04-29 10:53:48.251124,0.82238,0.8876656912
712659,142341,37534,7466,250000,50000,0.4082249402999878,0.8923733333333334,0.87225686564,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-abs_pairing-24_nodes-07,25,2025-04-29 10:55:42.188927,0.82443,0.8923013148000001
712659,142341,37534,7466,250000,50000,0.4022916853427887,0.8930166666666667,0.87209759848,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-chi2_pairing-24_nodes-05,40,2025-04-29 10:57:25.633471,0.82633,0.891681666
712659,142341,37534,7466,250000,50000,0.4081570506095886,0.89253,0.8718625548000001,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-abs_pairing-24_nodes-08,23,2025-04-29 10:58:10.622831,0.82665,0.8935588754
712659,142341,37534,7466,250000,50000,0.4033874869346618,0.8925066666666667,0.87179515216,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-chi2_pairing-24_nodes-06,27,2025-04-29 11:00:03.862244,0.82523,0.8905733612000001
712659,142341,37534,7466,250000,50000,0.413102239370346,0.8926733333333333,0.87278498296,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-abs_pairing-24_nodes-09,37,2025-04-29 11:01:40.934274,0.82627,0.8937105406
712659,142341,37534,7466,250000,50000,0.3940454125404358,0.8926066666666667,0.871795458,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-chi2_pairing-24_nodes-07,39,2025-04-29 11:03:35.040540,0.82398,0.8898098332
712659,142341,37534,7466,250000,50000,0.4011329114437103,0.8927466666666667,0.87167636796,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-abs_pairing-24_nodes-10,22,2025-04-29 11:04:02.552314,0.82593,0.8930962708
712659,142341,37534,7466,250000,50000,0.4083162546157837,0.8923566666666667,0.87077218344,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-chi2_pairing-24_nodes-08,24,2025-04-29 11:06:01.700573,0.82387,0.8882199775999999
712659,142341,37534,7466,250000,50000,0.4075435400009155,0.89543,0.88197553704,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-150k-24_nodes-02,21,2025-04-29 11:06:18.414742,0.82797,0.8994766879999999
712659,142341,37534,7466,250000,50000,0.3907482922077179,0.89233,0.8711848114399999,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-chi2_pairing-24_nodes-09,25,2025-04-29 11:08:33.964710,0.8239,0.8895515936
712659,142341,37534,7466,250000,50000,0.3918490409851074,0.8959433333333333,0.8830507644000001,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-150k-24_nodes-03,28,2025-04-29 11:09:06.914856,0.82843,0.9001568637999999
712659,142341,37534,7466,250000,50000,0.4067714810371399,0.8924066666666667,0.87163715004,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-chi2_pairing-24_nodes-10,26,2025-04-29 11:11:11.827390,0.82502,0.8910013936
712659,142341,37534,7466,250000,50000,0.3829028010368347,0.8954066666666667,0.8813862144400001,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-150k-24_nodes-04,20,2025-04-29 11:11:17.960583,0.82702,0.8976727122
712659,142341,37534,7466,250000,50000,0.4066407680511474,0.8927433333333333,0.8724410496400001,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-abs_pairing-24_nodes-01,27,2025-04-29 11:13:50.147233,0.82563,0.8922820548
712659,142341,37534,7466,250000,50000,0.3950318098068237,0.89572,0.8825600165199999,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-150k-24_nodes-05,29,2025-04-29 11:14:12.319042,0.82714,0.8992008647999999
712659,142341,37534,7466,250000,50000,0.3991729319095611,0.8929166666666667,0.8733063789200001,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-abs_pairing-24_nodes-02,35,2025-04-29 11:17:04.495986,0.82534,0.8933147716000001
712659,142341,37534,7466,250000,50000,0.3807375133037567,0.89593,0.88319558468,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-150k-24_nodes-06,29,2025-04-29 11:17:05.998366,0.82717,0.899287282
712659,142341,37534,7466,250000,50000,0.4182862341403961,0.8925666666666666,0.8722142993600002,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-abs_pairing-24_nodes-03,25,2025-04-29 11:19:35.882675,0.82396,0.8923380214000001
712659,142341,37534,7466,250000,50000,0.4023751318454742,0.8954266666666667,0.88214045388,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-150k-24_nodes-07,26,2025-04-29 11:19:42.274468,0.8279,0.898828959
712659,142341,37534,7466,250000,50000,0.3952776491641998,0.8957566666666666,0.8819339883200001,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-150k-24_nodes-08,21,2025-04-29 11:21:55.614685,0.827,0.8997347898000001
712659,142341,37534,7466,250000,50000,0.4060741662979126,0.8930333333333333,0.8733479239199999,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-abs_pairing-24_nodes-04,44,2025-04-29 11:23:30.217188,0.82607,0.8940109348
712659,142341,37534,7466,250000,50000,0.3919077515602112,0.8953233333333334,0.8819332701599999,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-150k-24_nodes-09,21,2025-04-29 11:24:10.283274,0.82813,0.8989712174
712659,142341,37534,7466,250000,50000,0.3959652781486511,0.8954033333333333,0.88055191332,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-150k-24_nodes-10,18,2025-04-29 11:26:11.151691,0.82628,0.8975523498
712659,142341,37534,7466,250000,50000,0.40386345982551575,0.8926833333333334,0.8719339474,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-150k-abs_pairing-24_nodes-05,30,2025-04-29 11:26:27.590083,0.82595,0.8933347157999999
